city,owner_count,brand,model,car_age,km_numeric,engine_cc,mileage_numeric,max_power_numeric,torque_numeric,spec_seats,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol,transmission_Manual,body_type_Coupe,body_type_Hatchback,body_type_MUV,body_type_Minivans,body_type_Pickup Trucks,body_type_SUV,body_type_Sedan,body_type_Wagon
2,-0.5790571390058774,27,196,-1.7237145746297042,-1.0961880684408418,0.42265354456774296,1.0245119413932564,-0.1829464280029593,0.6057796221858546,-0.2683633028080141,True,False,False,False,True,False,True,False,False,False,False,False,False
5,-0.5790571390058774,9,75,-0.4448503748171208,-0.27196823390024955,0.6685804469136316,-0.6580118294427684,0.8872995923294954,-0.020325294887477675,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
5,-0.5790571390058774,0,3,0.578240985032946,-0.7603948025168967,1.6549042999391639,-0.4857051782125732,2.6320012971628826,2.9057568685776873,-0.2683633028080141,True,False,False,False,False,False,False,False,False,False,False,True,False
3,-0.5790571390058774,19,149,0.32246814507042926,-0.2012990147535284,-0.36221954802551876,0.7128396163739324,-0.19182950287199582,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
0,-0.5790571390058774,19,145,-0.9563960547421543,0.4635411251153441,-0.882852032779049,0.5329312011188754,-0.9416268223732761,-0.8125396797557756,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
1,0.9382256199399192,8,49,0.578240985032946,0.15113128116392113,-0.3569870607415637,-0.25258441478348503,-0.18327543077588626,-0.5442090010100618,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
0,0.9382256199399192,28,234,-1.212168894704671,-1.2526372037008615,0.4200373009257654,-0.6326726160265629,0.3819513331131873,-0.16087945994475633,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
4,-0.5790571390058774,19,149,1.345559504920496,-0.49783499522491037,-0.36221954802551876,-0.5313157623617425,-0.2806602515623626,-0.4930983955346877,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
1,-0.5790571390058774,26,192,1.0897866649579793,0.6450221220169671,0.6868941524074744,0.22886064012441323,0.3016746565189301,1.2446621906280304,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,False,True,False
4,-0.5790571390058774,9,66,-0.18907753485460413,-0.9282914354788693,-0.36221954802551876,-0.17656677453487016,-0.4056813052747304,-0.4930983955346877,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
5,0.9382256199399192,6,40,-0.7006232147796375,-0.053183657820530125,0.42265354456774296,-1.2154745245992824,0.8892736089670592,-0.03310294625632119,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,True,False,False
5,-0.5790571390058774,28,234,-0.4448503748171208,-0.6688148209012754,0.4200373009257654,-0.4552981221131267,0.3819513331131873,-0.16087945994475633,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,False,True,False
5,0.9382256199399192,8,52,1.6013323448830128,0.029635172220530123,1.7307753655565126,-1.418188231928924,2.1210599908068106,0.8357773468250378,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,True,False,False
3,0.9382256199399192,9,66,-0.4448503748171208,-0.18942414380403616,-0.36221954802551876,-0.17656677453487016,-0.4102873440957124,-0.4962928083768986,-0.2683633028080141,False,False,False,True,False,False,True,False,False,False,False,False,False
4,0.9382256199399192,9,59,2.6244237047330796,1.1008156905179145,0.41742105728378787,-1.6209019392585657,-0.010877977761989652,-1.7900300094723045,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
1,-0.5790571390058774,8,49,-0.4448503748171208,-1.2025429537571166,-0.3569870607415637,-0.25258441478348503,-0.18327543077588626,-0.5442090010100618,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
5,0.9382256199399192,25,180,0.32246814507042926,0.8189019804444935,0.32846877345655157,0.010943404745048752,0.46453102911793576,1.1807739337838128,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,True,False,False
3,0.9382256199399192,19,148,1.0897866649579793,2.5670111961840125,-0.22879112228466428,0.8370017621133374,-0.6688835236165576,0.4780031084974194,-0.2683633028080141,True,False,False,False,True,False,True,False,False,False,False,False,False
0,-0.5790571390058774,28,230,0.578240985032946,0.9490981876413686,3.0310484556193495,-1.6741142874325965,0.20626385237001757,0.6057796221858546,4.643098005198355,True,False,False,False,True,False,False,True,False,False,False,False,False
5,-0.5790571390058774,9,66,0.8340138249954626,-1.1877680500564631,-0.5636703084577893,1.115733109691595,-0.8004846327874712,0.09467356743211396,-0.2683633028080141,True,False,False,False,True,False,True,False,False,False,False,False,False
4,0.9382256199399192,19,132,-0.18907753485460413,1.8052489091052741,0.0982393329625281,0.2871408309816853,-0.10628878191090219,-0.2886559736331915,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
3,0.9382256199399192,12,87,-0.18907753485460413,-0.5772348392856541,1.6235093762354333,-0.6326726160265629,2.4895430964853684,2.5224273275123816,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,True,False,False
3,0.9382256199399192,19,153,1.0897866649579793,-0.8826846046342899,-0.882852032779049,-0.17656677453487016,-0.8958954369363836,-0.7997620283869321,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
2,-0.5790571390058774,28,222,0.32246814507042926,0.3385649768705595,3.0310484556193495,-0.11068481965273627,2.084869685784809,0.7718890899808203,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,False,True,False
5,0.9382256199399192,8,51,1.0897866649579793,0.45911475933725576,-0.3596033043835412,-0.049870707453844206,-0.2477599742696342,-0.5569866523789053,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
0,-0.5790571390058774,25,182,-1.212168894704671,-1.4929736021207904,-0.8802357891370715,0.4721170889199833,-0.8972114480280925,-0.7869843770180885,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
2,-0.5790571390058774,25,180,0.06669530510791256,-0.27196823390024955,0.32846877345655157,0.0692235956023208,-0.3464608061478194,0.6057796221858546,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,True,False,False
3,-0.5790571390058774,9,66,-0.4448503748171208,1.207201102494728,-0.3909982280872717,1.115733109691595,-0.6698705319353394,0.48106974482594195,-0.2683633028080141,True,False,False,False,True,False,True,False,False,False,False,False,False
1,2.4555083788857157,27,216,0.06669530510791256,-0.3220319571834559,-0.3569870607415637,1.0751903682256665,-0.3398807506892736,-0.4930983955346877,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
2,-0.5790571390058774,19,126,-0.4448503748171208,-0.6993414814398159,-0.36221954802551876,0.3580906285470601,-0.4122613607332762,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
3,-0.5790571390058774,19,149,-0.9563960547421543,0.8918912257921437,-0.36221954802551876,0.40876905537947034,-0.4122613607332762,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
2,-0.5790571390058774,26,192,-0.4448503748171208,0.580855081564955,0.6868941524074744,-1.0609053227604308,0.29180457333111165,0.005230007850209354,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
2,-0.5790571390058774,8,53,0.578240985032946,0.24698499525493814,0.42265354456774296,-0.7086902562751786,0.7227982058658534,-0.08421355173169526,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
1,-0.5790571390058774,8,55,0.32246814507042926,-0.17275658714999306,-0.3569870607415637,-0.15122756111866462,-0.18524944741345004,-0.5442090010100618,-0.2683633028080141,False,False,False,True,False,False,True,False,False,False,False,False,False
3,-0.5790571390058774,19,149,0.578240985032946,1.301467430237741,-0.36221954802551876,0.7128396163739324,-0.19182950287199582,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
3,-0.5790571390058774,27,208,-0.9563960547421543,-0.30548650717156695,-0.3596033043835412,-0.6580118294427684,0.4661760429825721,0.22245008112054912,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,True,False,False
3,-0.5790571390058774,8,53,1.345559504920496,1.5596313984121777,0.42265354456774296,-0.7086902562751786,0.7787286772634918,-0.08421355173169526,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.9382256199399192,28,224,0.8340138249954626,0.9490981876413686,1.2101428808029822,-1.2838904008230367,1.4400242508473324,0.26078303522707963,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
0,-0.5790571390058774,25,182,-1.4679417346671877,-1.4930346554418676,-0.8802357891370715,0.6089488413674911,-0.8991854646656563,-0.7869843770180885,-0.2683633028080141,False,False,False,True,False,False,True,False,False,False,False,False,False
4,0.9382256199399192,25,180,-0.4448503748171208,0.03329837148515498,0.32846877345655157,0.0692235956023208,-0.3464608061478194,0.6057796221858546,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,True,False,False
3,-0.5790571390058774,19,145,-0.7006232147796375,1.2239297124698483,-0.882852032779049,0.5329312011188754,-0.89754045080102,-0.7997620283869321,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
3,-0.5790571390058774,6,40,-0.4448503748171208,-1.1615761753143954,0.42265354456774296,-0.6580118294427684,0.8876285951024229,-0.03310294625632119,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,True,False,False
2,0.9382256199399192,19,126,-0.18907753485460413,-1.0228325031667291,-0.36221954802551876,0.4569135608702596,-0.36949100025272935,-0.4803207441658442,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
5,-0.5790571390058774,19,129,0.578240985032946,-0.08865563736631413,-0.882852032779049,0.8876801889457485,-0.897869453573947,-0.7997620283869321,-0.2683633028080141,False,False,False,True,False,False,True,False,False,False,False,False,False
5,0.9382256199399192,8,55,1.6013323448830128,-0.02775494959192593,-0.3596033043835412,-0.9114039636048203,-0.14247908693290323,-0.5442090010100618,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
2,-0.5790571390058774,19,148,-0.18907753485460413,-0.669639040735816,-0.36221954802551876,0.2035214267082077,-0.3691619974798019,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
5,0.9382256199399192,28,234,-0.4448503748171208,-1.0628529551327557,0.4200373009257654,-0.6326726160265629,0.36747521110438686,-0.16087945994475633,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,False,True,False
1,-0.5790571390058774,9,67,-1.212168894704671,-0.411902445808919,-0.36221954802551876,0.27953906695682346,-0.4102873440957124,-0.49565392580845646,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
0,0.9382256199399192,8,53,-0.7006232147796375,-0.2379004807392384,0.42265354456774296,-0.4046196952807165,0.7655685663464002,-0.09699120310053877,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,False,True,False
0,-0.5790571390058774,13,89,-0.7006232147796375,-1.1877680500564631,0.04591446012297732,-0.7847078965237944,1.4393662453014784,1.142440979677282,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,True,False,False
3,-0.5790571390058774,6,39,-0.7006232147796375,0.03329837148515498,0.4252697882097205,1.6478565914319043,0.16119047247897997,0.7974443927185073,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,False,True,False
1,-0.5790571390058774,19,153,0.578240985032946,0.7194155937493901,-0.882852032779049,0.23139456146603415,-0.897869453573947,-0.7997620283869321,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
0,0.9382256199399192,6,40,-0.4448503748171208,1.6947729246162961,0.4252697882097205,0.862340975529543,0.15230739760994297,0.6696678790300722,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,True,False,False
1,0.9382256199399192,9,62,-0.18907753485460413,0.6863857470466894,0.6685804469136316,-1.671580366090976,0.8872995923294954,-0.020325294887477675,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,True,False,False
1,-0.5790571390058774,19,126,-0.4448503748171208,-1.1877680500564631,-0.36221954802551876,0.4569135608702596,-0.36949100025272935,-0.4803207441658442,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
3,-0.5790571390058774,9,74,-0.9563960547421543,-0.2872315641695198,-0.882852032779049,-0.4046196952807165,0.7902437743159466,0.24289432331069866,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,True,False,False
0,5.490073896777309,22,169,3.6475150645831462,1.8648980037975822,1.73339160919849,-1.2154745245992824,-0.8662851873729279,-1.7900300094723045,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,False,True,False
1,-0.5790571390058774,19,148,-1.212168894704671,-0.04411723964058361,-0.36221954802551876,0.7052378523490705,-0.19182950287199582,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
3,-0.5790571390058774,9,79,0.06669530510791256,0.04398270267364413,-0.36221954802551876,-0.25258441478348503,-0.4112743524144943,-0.4841540395764972,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
0,-0.5790571390058774,8,55,-0.18907753485460413,-0.6693337741304306,-0.3569870607415637,-0.22724520136728035,-0.18524944741345004,-0.5442090010100618,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
1,-0.5790571390058774,19,126,0.06669530510791256,-0.15086897154385956,-0.36221954802551876,0.4569135608702596,-0.36949100025272935,-0.4803207441658442,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
0,-0.5790571390058774,13,89,-1.4679417346671877,-1.4930346554418676,0.42265354456774296,-0.7086902562751786,0.6283744100357233,-0.10976885446938228,-0.2683633028080141,False,False,False,True,True,False,False,False,False,False,True,False,False
1,-0.5790571390058774,19,126,-0.7006232147796375,-1.3098746922106248,-0.36221954802551876,0.3580906285470601,-0.4122613607332762,-0.5058760469035313,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
2,-0.5790571390058774,9,79,-0.18907753485460413,0.6960626984374068,-0.36221954802551876,-0.25258441478348503,-0.4112743524144943,-0.4841540395764972,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
2,-0.5790571390058774,6,40,-0.4448503748171208,-0.5772348392856541,0.42265354456774296,-1.2154745245992824,0.8892736089670592,-0.03310294625632119,-0.2683633028080141,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0.9382256199399192,9,66,0.06669530510791256,0.14685754868852546,-0.36221954802551876,-0.17656677453487016,-0.4056813052747304,-0.4930983955346877,-0.2683633028080141,False,False,False,True,True,False,True,False,False,False,False,False,False
3,-0.5790571390058774,19,152,-0.7006232147796375,0.03329837148515498,-0.22879112228466428,1.1917507499402107,-0.19182950287199582,0.6057796221858546,-0.2683633028080141,True,False,False,False,True,False,False,False,False,False,True,False,False
1,2.4555083788857157,19,148,0.578240985032946,0.16789041779957983,-0.22879112228466428,1.419803670686057,-0.6688835236165576,0.4780031084974194,-0.2683633028080141,True,False,False,False,True,False,True,False,False,False,False,False,False
0,-0.5790571390058774,9,62,-0.18907753485460413,0.6133049217174236,0.6450342541358338,-0.5059765489455369,1.0485109510638648,1.3707776096385158,-0.2683633028080141,True,False,False,False,False,False,False,False,False,False,True,False,False
