city,fuel_type,body_type,transmission,owner_count,brand,model,variant,car_age,price_numeric,km_numeric,engine_cc,mileage_numeric,max_power_numeric,torque_numeric,spec_seats
Kolkata,Petrol,Sedan,Manual,1,Honda,Honda Amaze,E i-Vtech,9,275000.0,60000,1198.0,18.0,86.7,109.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,Climber 1.0 AMT Opt,3,480000.0,10000,999.0,22.0,67.0,91.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Era 1.1,16,130000.0,50000,1086.0,19.81,68.05,99.04,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,VXI,7,325000.0,28000,998.0,23.1,67.04,90.0,5.0
Kolkata,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Era 1.1 iTech SE,13,157000.0,49342,1086.0,19.81,68.05,99.04,5.0
Kolkata,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Magna,14,177000.0,76725,1197.0,20.36,78.9,111.7,5.0
Kolkata,Petrol,Hatchback,Manual,2,Maruti,Maruti A-Star,Lxi,15,100000.0,80000,998.0,19.0,66.1,90.0,5.0
Kolkata,Diesel,SUV,Manual,1,Tata,Tata Nexon,1.5 Revotorq XE,6,509999.9999999999,83234,1497.0,21.5,108.5,260.0,5.0
Kolkata,Petrol,SUV,Manual,1,Renault,Renault Kiger,RXZ,3,712000.0,9595,999.0,19.17,71.01,96.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,1.2 Delta,6,500000.0,30000,1197.0,21.4,83.1,115.0,5.0
Kolkata,Petrol,SUV,Manual,1,Renault,Renault Kiger,RXZ Turbo DT,3,811000.0,6948,999.0,20.5,98.63,160.0,5.0
Kolkata,Petrol,SUV,Manual,1,Ford,Ford Ecosport,1.0 Ecoboost Titanium,9,425000.0,45000,999.0,18.88,123.37,170.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10 Nios,AMT Sportz,2,694000.0,9943,1197.0,20.7,81.86,113.8,5.0
Kolkata,Petrol,Hatchback,Manual,3,Maruti,Maruti Alto 800,LXI,11,170000.0,31062,796.0,22.74,47.3,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,2,Renault,Renault KWID,1.0 RXT,7,255000.0,40000,999.0,23.01,67.0,91.0,5.0
Kolkata,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Sportz 1.2,14,185000.0,57000,1197.0,20.36,78.9,111.8,5.0
Kolkata,Diesel,Sedan,Automatic,1,Chevrolet,Chevrolet Cruze,LTZ AT,13,350000.0,60000,1991.0,18.1,147.9,327.0,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,1.6 VTVT SX Plus Dual Tone,5,1025000.0,23000,1591.0,15.29,121.3,151.0,5.0
Kolkata,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 CRDi Magna,6,430000.0,50000,1186.0,24.0,73.97,190.24,5.0
Kolkata,Petrol,Sedan,Automatic,2,Honda,Honda City,ZX CVT,4,850000.0,30000,1497.0,17.4,117.6,145.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W10 2WD,6,1049000.0,55000,2179.0,16.0,140.0,330.0,7.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Asta Opt DT BSVI,3,900000.0,20000,1197.0,21.0,81.8,114.74,5.0
Kolkata,Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,G,9,300000.0,50000,1197.0,17.71,78.9,104.0,5.0
Kolkata,Diesel,Sedan,Manual,1,Honda,Honda Amaze,VX Diesel BSIV,8,392000.0,46940,1498.0,27.4,98.63,200.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,ZXI Plus BSVI,2,578000.0,12315,1197.0,23.56,88.5,113.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,11,210000.0,15584,796.0,22.74,47.3,69.0,5.0
Kolkata,Diesel,Sedan,Manual,1,Honda,Honda City,i DTec V,10,409999.9999999999,64400,1498.0,26.0,98.6,200.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,AMT ZXI,6,616000.0,13067,1197.0,21.21,81.8,113.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,3,332000.0,15264,796.0,22.05,47.33,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,VXI,5,379000.0,7843,998.0,23.95,67.05,90.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,Asta Opt IVT BSVI,3,850000.0,2501,1197.0,19.65,86.76,114.74,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI BSVI,2,379000.0,9285,796.0,22.05,47.33,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,10,210000.0,51215,796.0,22.74,47.3,69.0,5.0
Kolkata,Petrol,SUV,Manual,1,Kia,Kia Seltos,Anniversary Edition,3,1350000.0,11000,1497.0,16.8,113.4,144.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W11 Option,3,1450000.0,10000,2179.0,15.1,152.87,360.0,7.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,S BSIV,3,650000.0,40000,1197.0,17.52,81.86,115.0,5.0
Kolkata,Petrol,MUV,Manual,1,Honda,Honda Mobilio,V i-VTEC,10,400000.0,25000,1497.0,17.3,117.3,145.0,7.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,S5,3,1270000.0,55000,2179.0,14.05,136.78,319.0,7.0
Kolkata,Petrol,Hatchback,Manual,4,Maruti,Maruti Swift,1.2 LXi BSIII,14,165000.0,80000,1197.0,16.1,85.0,113.0,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,SX Turbo,3,969999.9999999999,8126,998.0,18.27,118.35,172.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,AMT VXI Option,8,330000.0,42000,998.0,20.51,67.0,90.0,5.0
Kolkata,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,VDI,11,370000.0,32000,1248.0,23.4,74.0,190.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,5,308000.0,11736,796.0,24.7,47.3,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Sportz,10,285000.0,21679,1197.0,20.36,78.9,111.8,5.0
Kolkata,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,ZDi,7,700000.0,39000,1248.0,24.3,88.5,200.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI BSVI,3,367000.0,11333,796.0,22.05,47.33,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,5,319000.0,13440,796.0,22.05,47.33,69.0,5.0
Kolkata,Diesel,Sedan,Automatic,2,Skoda,Skoda Superb,Style 2.0 TDI AT,5,1695000.0,46900,1968.0,18.19,174.5,350.0,5.0
Kolkata,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,CNG LXI,4,499000.0,18930,998.0,32.52,58.33,78.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W10 2WD,6,1000000.0,80000,2179.0,16.0,140.0,330.0,7.0
Kolkata,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,CNG LXI,4,470000.0,17851,998.0,32.52,58.33,78.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI BSVI,3,340000.0,22392,796.0,22.05,47.33,69.0,5.0
Kolkata,Petrol,MUV,Manual,1,Kia,Kia Carens,Luxury Plus Turbo 2022-2023,2,1450000.0,29017,1353.0,16.2,138.05,242.0,7.0
Kolkata,Petrol,SUV,Manual,1,Jeep,Jeep Compass,1.4 Sport Plus,3,1595000.0,9000,1368.0,14.1,160.0,250.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Zen,LX BSII,21,50000.0,30000,993.0,17.3,60.0,78.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,Era Plus,7,270000.0,10000,814.0,21.1,55.2,74.5,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,SX Turbo,3,875000.0,30559,998.0,18.27,118.35,172.0,5.0
Kolkata,Diesel,SUV,Automatic,2,Hyundai,Hyundai Creta,1.6 SX Automatic Diesel,6,850000.0,60000,1582.0,17.6,126.2,259.87,5.0
Kolkata,Petrol,Sedan,Manual,1,Ford,Ford Aspire,1.2 Ti-VCT Titanium Plus,8,300000.0,50000,1196.0,18.16,86.8,112.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,1.2 Magna,12,250000.0,20000,1197.0,18.5,80.0,11.4,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,1.0 RXT AMT Opt,2,540000.0,10000,999.0,22.0,67.0,91.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Cross,1.2L G,10,330000.0,19830,1197.0,18.16,78.8,104.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,VXI Plus 2019-2022,4,409000.0,24670,998.0,21.7,65.71,89.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 Kappa Magna BSIV,5,484000.0,14327,1197.0,18.9,81.86,113.75,5.0
Kolkata,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2.0 Limited Plus BSIV,6,1400000.0,50000,1956.0,17.1,170.63,350.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,LXI,10,239000.0,18987,998.0,20.92,67.1,90.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,VXI,5,335000.0,55973,998.0,23.95,67.05,90.0,5.0
Kolkata,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Verna,SX IVT Opt,3,1065000.0,9000,1497.0,18.45,113.18,143.8,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,5,315000.0,27094,796.0,24.7,47.3,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto,LX BSIII,16,80000.0,60000,796.0,19.7,46.3,62.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,Sportz,4,614000.0,4914,1197.0,20.7,81.86,113.8,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Zen Estilo,LXI,11,251000.0,25171,998.0,19.0,67.1,90.0,5.0
Kolkata,Petrol,SUV,Manual,1,Tata,Tata Nexon,KRAZ,6,575000.0,40000,1198.0,17.0,108.5,170.0,5.0
Kolkata,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2.0 Longitude BSIV,6,999000.0,42000,1956.0,17.1,170.0,350.0,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,S Turbo BSIV,4,699000.0,28400,998.0,18.27,118.35,171.6,5.0
Kolkata,Diesel,SUV,Automatic,1,Mahindra,Mahindra Thar,LX 4-Str Hard Top Diesel AT BSVI,3,1750000.0,20857,2184.0,15.2,130.0,300.0,4.0
Kolkata,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,CRDi,15,175000.0,61000,1493.0,16.8,110.0,24.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W8 FWD,9,599000.0,75760,2179.0,15.1,140.0,330.0,7.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,Magna,9,335000.0,31000,1197.0,18.9,82.0,114.0,5.0
Kolkata,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,1.6 CRDi AT SX,9,450000.0,54000,1582.0,19.08,126.2,259.9,5.0
Kolkata,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,1.2 MPI Trendline,10,300000.0,60000,1198.0,16.47,74.0,110.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Honda,Honda Brio,S MT,11,199000.0,68943,1198.0,19.4,86.8,109.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI Plus BSVI,2,399000.0,8582,796.0,22.05,47.33,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI BSVI,5,329000.0,22868,796.0,22.05,47.33,69.0,5.0
Kolkata,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,LDi Option,8,550000.0,76165,1248.0,24.3,88.5,200.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,Sportz,4,574000.0,27047,1197.0,20.7,81.86,113.8,5.0
Kolkata,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,AMT ZXI,7,522000.0,35538,1197.0,21.21,81.8,113.0,5.0
Kolkata,Diesel,SUV,Automatic,1,Kia,Kia Seltos,HTK Plus Diesel iMT,1,1400000.0,8700,1497.0,16.8,113.43,250.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,ZXI BSIV,8,399000.0,76293,1197.0,22.0,81.8,113.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,T BSIV,6,185000.0,34000,1198.0,20.63,67.0,104.0,5.0
Kolkata,Petrol,Sedan,Automatic,1,Honda,Honda City,ZX CVT,2,1299000.0,12113,1498.0,18.3,119.35,145.0,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,1.6 SX Option,6,827999.9999999999,87172,1591.0,15.8,121.3,151.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,Vxi 1.1,3,300000.0,20000,1061.0,18.9,47.0,62.0,5.0
Kolkata,Diesel,Sedan,Manual,1,Honda,Honda City,i DTEC V,10,395000.0,55000,1498.0,26.0,98.6,200.0,5.0
Kolkata,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,Magna Optional 1.4 CRDi,11,280000.0,51321,1396.0,21.9,88.8,219.7,5.0
Kolkata,Petrol,SUV,Manual,0,Skoda,Skoda Kushaq,1.0 TSI Style BSVI,2,1250000.0,15400,999.0,19.2,113.98,178.0,5.0
Kolkata,Diesel,SUV,Manual,2,Ford,Ford Ecosport,Thunder Edition Diesel,3,899000.0,21000,1498.0,21.7,98.96,215.0,5.0
Kolkata,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,1.6 SX Diesel,5,850000.0,34000,1582.0,20.5,126.2,259.87,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,Sportz,9,246000.0,65595,814.0,21.1,55.2,74.5,5.0
Kolkata,Diesel,SUV,Manual,1,Ford,Ford Ecosport,1.5 DV5 MT Titanium,10,480000.0,10000,1498.0,22.7,89.84,204.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W7 BSIV,6,1121000.0,51441,2179.0,15.1,152.87,360.0,7.0
Kolkata,Diesel,SUV,Manual,3,Ford,Ford Ecosport,1.5 DV5 MT Titanium,10,419000.0000000001,70057,1498.0,22.7,89.84,204.0,5.0
Kolkata,Petrol,SUV,Manual,1,Kia,Kia Seltos,HTK Plus G,4,1050000.0,14000,1497.0,16.8,113.43,144.0,5.0
Kolkata,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,1.0 TSI Ambition,4,734000.0,35984,999.0,18.97,108.62,175.0,5.0
Kolkata,Diesel,SUV,Manual,1,Renault,Renault Captur,1.5 Diesel RXL,7,565000.0,80443,1461.0,20.37,108.45,240.0,5.0
Kolkata,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2.5 G (Diesel) 7 Seater BS III,16,200000.0,150000,2494.0,12.8,102.0,20.4,8.0
Kolkata,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,W8 4WD,10,629000.0,87893,2179.0,15.1,140.0,330.0,7.0
Kolkata,Lpg,Hatchback,Manual,2,Maruti,Maruti Wagon R,LXI DUO BSIII,15,65000.0,120000,1061.0,17.3,57.5,7.8,5.0
Kolkata,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,1.4 SX,9,519000.0000000001,49441,1396.0,21.19,88.73,220.0,5.0
Kolkata,Petrol,SUV,Automatic,1,MG,MG Astor,Savvy Turbo AT BSVI,2,1607000.0,6015,1349.0,14.34,138.08,220.0,5.0
Kolkata,Petrol,SUV,Manual,2,Hyundai,Hyundai Creta,SX Executive BSVI,3,1300000.0,30908,1497.0,15.8,113.18,143.8,5.0
Kolkata,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2.0 Limited,7,1100000.0,34441,1956.0,17.1,170.0,350.0,5.0
Kolkata,Petrol,SUV,Manual,1,Honda,Honda CR-V,2.0 2WD,14,200000.0,74000,1997.0,14.0,158.8,218.0,5.0
Kolkata,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,ZXI Plus Petrol,5,850000.0,30000,1462.0,19.34,103.0,138.0,7.0
Kolkata,Diesel,SUV,Automatic,1,Audi,Audi Q3,2.0 TDI,10,1000000.0,68000,1968.0,15.73,174.33,380.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Ford,Ford Figo,Petrol ZXI,10,150000.0,55000,1196.0,15.6,70.02,102.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Sportz,10,239000.0,37000,1197.0,20.36,78.9,111.8,5.0
Kolkata,Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,Style,8,280000.0,40000,1198.0,20.62,67.0,104.0,7.0
Kolkata,Diesel,MUV,Manual,1,Toyota,Toyota Innova,2.5 GX 8 STR BSIV,13,450000.0,125000,2494.0,12.8,102.0,20.4,8.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI,4,316000.0,43317,796.0,22.05,47.33,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI Plus BSVI,4,336000.0,21298,796.0,22.05,47.33,69.0,5.0
Kolkata,Electric,SUV,Automatic,1,Tata,Tata Nexon EV,XZ Plus LUX,1,1600000.0,10000,0.0,19.01,127.0,245.0,5.0
Kolkata,Petrol,SUV,Manual,1,Honda,Honda WR-V,SV,4,687000.0,33393,1199.0,16.5,88.5,110.0,5.0
Kolkata,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,CRDi Magna,10,327000.0,34622,1120.0,24.0,70.0,160.0,5.0
Kolkata,Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,5 Seater AC,5,395000.0,21166,1197.0,19.71,79.65,104.4,5.0
Kolkata,Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 SX Automatic Diesel,5,894999.9999999999,126254,1582.0,17.6,126.2,259.87,5.0
Kolkata,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,T BSIV,8,274000.0,43595,1198.0,20.63,67.0,104.0,5.0
Kolkata,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,ZXi,9,420000.0,22276,1373.0,20.73,91.1,130.0,5.0
Kolkata,Electric,Sedan,Automatic,1,Tata,Tata Tigor EV,XZ Plus LUX,1,1350000.0,10000,0.0,19.01,73.75,170.0,5.0
Kolkata,Petrol,Minivans,Manual,3,Maruti,Maruti Eeco,7 Seater Standard BSIV,14,150000.0,100000,1196.0,15.37,73.0,101.0,7.0
Kolkata,Petrol,Minivans,Manual,3,Maruti,Maruti Eeco,7 Seater Standard BSIV,14,140000.0,60000,1196.0,15.37,73.0,101.0,7.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Sportz,8,290000.0,10415,1197.0,20.36,78.9,111.8,5.0
Kolkata,Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,5 Seater AC BSIV,11,160000.0,20000,1196.0,15.37,73.0,101.0,5.0
Kolkata,Petrol,SUV,Manual,2,Tata,Tata Punch,Adventure Rhythm BSVI,2,590000.0,10000,1199.0,20.09,86.63,115.0,5.0
Kolkata,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,LXI,17,28000.0,30000,796.0,24.7,47.3,69.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,LX,19,40000.0,60000,998.0,18.9,67.1,90.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,Sportz,8,400000.0,90000,1197.0,18.9,82.0,114.0,5.0
Kolkata,Diesel,SUV,Manual,1,Honda,Honda WR-V,i-DTEC VX,5,787000.0,42015,1498.0,25.5,98.6,200.0,5.0
Kolkata,Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,1.4 DGL,6,899000.0,72456,1364.0,21.43,86.79,205.0,5.0
Kolkata,Diesel,Sedan,Manual,1,Mahindra Renault,Mahindra Renault Logan,1.5 DLE Diesel,15,125000.0,60000,1461.0,19.2,65.0,16.0,5.0
Kolkata,Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,LDi,10,268000.0,116032,1248.0,23.2,73.94,190.0,5.0
Kolkata,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Vento,1.5 TDI Comfortline,10,340000.0,30000,1498.0,20.34,103.2,250.0,5.0
Kolkata,Petrol,Hatchback,Manual,2,Tata,Tata Tiago,1.2 Revotron XM,7,265000.0,40000,1199.0,23.84,84.0,114.0,5.0
Kolkata,Diesel,Hatchback,Manual,2,Tata,Tata Tiago,1.05 Revotorq XM,7,265000.0,40000,1047.0,27.28,69.0,140.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W10 1.99 mHawk,8,700000.0,51000,1997.0,16.0,140.0,320.0,7.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,1.2 Kappa Asta,7,450000.0,30000,1197.0,18.9,81.86,113.75,5.0
Kolkata,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,VXI,3,950000.0,15885,1462.0,19.01,103.26,138.0,7.0
Kolkata,Diesel,SUV,Manual,1,Renault,Renault Duster,85PS Diesel RxE,11,200000.0,65000,1461.0,20.45,83.8,200.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,Era Plus,7,160000.0,20000,814.0,21.1,55.2,74.5,5.0
Kolkata,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,320d Sport Line,9,1000000.0,70000,1995.0,18.88,184.0,380.0,5.0
Kolkata,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2.2 Titanium AT 4X2,8,1700000.0,50000,2198.0,12.62,158.0,385.0,7.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,W8 2WD,10,500000.0,53000,2179.0,15.1,140.0,330.0,7.0
Kolkata,Petrol,Sedan,Automatic,1,Honda,Honda City,ZX CVT,3,1220000.0,10000,1498.0,18.3,119.35,145.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,XZ,4,437000.0,20000,1199.0,20.09,84.82,113.0,5.0
Kolkata,Petrol,MUV,Manual,1,Kia,Kia Carens,Prestige Turbo 2022-2023,2,1200000.0,33000,1353.0,16.2,138.05,242.0,7.0
Kolkata,Petrol,Sedan,Automatic,3,Honda,Honda Civic,1.8 S AT,16,150000.0,60000,1799.0,12.9,130.0,172.0,5.0
Kolkata,Petrol,Sedan,Automatic,3,BMW,BMW 3 Series,320i,14,400000.0,20000,1995.0,12.05,154.0,200.0,5.0
Kolkata,Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,7 Seater STD 2020-2022,3,420000.0,20000,1196.0,16.11,72.41,98.0,7.0
Kolkata,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,Asta,11,190000.0,20000,1197.0,18.9,82.0,114.0,5.0
Kolkata,Petrol,Minivans,Manual,3,Maruti,Maruti Eeco,7 Seater Standard BSIV,14,175000.0,50000,1196.0,15.37,73.0,101.0,7.0
Kolkata,Petrol,Minivans,Manual,3,Maruti,Maruti Eeco,7 Seater Standard BSIV,14,175000.0,50000,1196.0,15.37,73.0,101.0,7.0
Kolkata,Petrol,MUV,Manual,1,Renault,Renault Triber,RXZ BSVI,4,550000.0,30000,999.0,20.0,71.01,96.0,7.0
Kolkata,Petrol,SUV,Manual,1,Mahindra,Mahindra Thar,LX 4-Str Hard Top BSVI,2,1400000.0,10000,1997.0,15.2,150.0,300.0,4.0
Kolkata,Diesel,SUV,Manual,4,Mahindra,Mahindra Scorpio,LX 2.6 Turbo,17,120000.0,120000,2609.0,10.5,120.0,290.0,7.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,Asta,3,650000.0,40000,1197.0,20.7,81.86,113.8,5.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz Plus BSIV,5,600000.0,10000,1197.0,18.6,81.86,117.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio X,AMT VXI Option BSIV,5,450000.0,28689,998.0,21.63,67.0,90.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,LX,20,45000.0,30000,796.0,19.7,46.3,62.0,5.0
Kolkata,Electric,SUV,Automatic,1,Tata,Tata Nexon EV Prime,XZ Plus LUX,4,1220000.0,53700,0.0,19.01,127.0,245.0,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,1.6 VTVT S,8,599000.0,69150,1591.0,15.29,121.3,151.0,5.0
Kolkata,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,S2 9 Seater,9,700000.0,65480,2523.0,15.4,75.0,200.0,9.0
Kolkata,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,1.2 Asta,6,550000.0,42411,1197.0,18.6,81.83,114.7,5.0
Kolkata,Petrol,Sedan,Manual,1,Honda,Honda City,i VTEC V,9,335000.0,72000,1497.0,17.4,117.3,145.0,5.0
Kolkata,Electric,SUV,Automatic,1,Tata,Tata Nexon EV Prime,XZ Plus,4,1275000.0,31100,0.0,19.01,127.0,245.0,5.0
Kolkata,Diesel,MUV,Manual,1,Mahindra,Mahindra Xylo,D2 BS III,9,300000.0,66000,2489.0,14.95,93.7,218.0,7.0
Kolkata,Electric,SUV,Automatic,1,Tata,Tata Nexon EV Prime,XZ Plus LUX,3,1350000.0,26000,0.0,19.01,127.0,245.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Renault,Renault KWID,1.0 RXT Opt BSIV,5,350000.0,11000,999.0,23.01,67.0,91.0,5.0
Kolkata,Petrol,Sedan,Manual,2,Honda,Honda City,i VTEC V,8,475000.0,23000,1497.0,17.8,117.3,145.0,5.0
Kolkata,Petrol,Hatchback,Automatic,1,Toyota,Toyota Glanza,G CVT,3,765000.0,5000,1197.0,19.56,81.8,113.0,5.0
Kolkata,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,S BSVI,3,1150000.0,24000,1497.0,15.8,113.18,143.8,5.0
Kolkata,Petrol,Sedan,Manual,1,Toyota,Toyota Corolla Altis,G,14,250000.0,50000,1798.0,14.53,138.1,173.0,5.0
Kolkata,Petrol,Hatchback,Manual,1,Ford,Ford Figo,Petrol ZXI,14,165000.0,41232,1196.0,15.6,70.0,102.0,5.0
