city,fuel_type,body_type,transmission,owner_count,brand,model,variant,car_age,price_numeric,km_numeric,engine_cc,mileage_numeric,max_power_numeric,torque_numeric,spec_seats
Chennai,Diesel,Hatchback,Manual,2,Ford,Ford Figo,Diesel Titanium,13,175000.0,100000,1399.0,20.0,68.0,160.0,5.0
Chennai,Petrol,SUV,Manual,1,Renault,Renault Kiger,RXZ Turbo,3,840000.0,36390,999.0,20.5,98.63,160.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Ritz,VXI,12,295000.0,9112,1197.0,21.1,85.8,114.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Ford,Ford Figo,Titanium Plus AT,3,740000.0,13923,1194.0,16.0,95.48,119.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,ZXI,7,520000.0,58263,998.0,25.24,65.71,89.0,5.0
Chennai,Petrol,Minivans,Manual,1,Maruti,Maruti Eeco,7 Seater STD 2020-2022,3,470000.0,20000,1196.0,16.11,72.41,98.0,7.0
Chennai,Diesel,Hatchback,Manual,3,Maruti,Maruti Ritz,LDi,9,200000.0,80000,1248.0,23.2,73.94,190.0,5.0
Chennai,Diesel,Hatchback,Manual,0,Maruti,Maruti Swift,LDI,11,395000.0,65991,1248.0,22.9,74.0,190.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,D75 K6 Plus,8,350000.0,13397,1198.0,25.32,77.0,190.0,6.0
Chennai,Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,AT VXi Plus,9,550000.0,57121,1373.0,19.12,91.1,130.0,5.0
Chennai,Petrol,Sedan,Manual,1,Tata,Tata Zest,Revotron 1.2T XE,9,400000.0,70418,1193.0,17.57,88.7,140.0,5.0
Chennai,Petrol,Sedan,Automatic,0,Honda,Honda Amaze,S CVT Petrol BSIV,5,640000.0,22421,1199.0,19.0,88.76,110.0,5.0
Chennai,Diesel,Hatchback,Manual,0,Tata,Tata Indica,Terra 1.4 TDI,15,135000.0,83045,1405.0,17.0,71.0,135.0,5.0
Chennai,Petrol,Hatchback,Manual,0,Hyundai,Hyundai i10,Magna 1.2,16,170000.0,86715,1197.0,20.36,78.9,111.7,5.0
Chennai,Petrol,Hatchback,Manual,0,Hyundai,Hyundai i10,Magna 1.1,16,195000.0,77032,1086.0,19.81,68.05,99.04,5.0
Chennai,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,A,5,312000.0,21614,799.0,22.7,53.64,72.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,LXI Opt BSVI,4,383000.0,35375,796.0,22.05,47.33,69.0,5.0
Chennai,Diesel,Sedan,Manual,0,Volkswagen,Volkswagen Vento,Diesel Highline,14,310000.0,89545,1598.0,20.54,103.6,250.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz Plus BSIV,5,590000.0,83298,1197.0,18.6,81.86,117.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Maruti,Maruti Ignis,Alpha AMT BSVI,2,758000.0,33250,1197.0,20.89,81.8,113.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Honda,Honda Jazz,V,9,480000.0,75000,1199.0,18.2,88.7,110.0,5.0
Chennai,Diesel,SUV,Manual,1,Ford,Ford Ecosport,1.5 Diesel Titanium BSIV,6,794000.0,87026,1498.0,23.0,98.96,205.0,5.0
Chennai,Petrol,Sedan,Manual,2,Honda,Honda City,VX MT,4,1069000.0,37294,1498.0,18.6,119.35,145.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Renault,Renault KWID,RXT,8,327000.0,65840,799.0,25.17,53.3,72.0,5.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda Amaze,S Petrol,9,425000.0,62865,1199.0,18.6,88.76,110.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,D75 K6 Plus,7,434999.9999999999,62442,1198.0,25.32,77.0,190.0,6.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda City,VX MT,7,800000.0,63318,1497.0,17.4,117.6,145.0,5.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda City,1.5 V MT Exclusive,7,750000.0,47146,1497.0,17.0,118.0,146.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,1.2 Kappa Magna AT,8,495000.0,17797,1197.0,18.9,81.86,113.75,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,VXI,9,475000.0,52802,1197.0,18.6,85.8,114.0,5.0
Chennai,Diesel,SUV,Manual,2,Honda,Honda WR-V,i-DTEC VX,6,700000.0,46830,1498.0,25.5,98.6,200.0,5.0
Chennai,Petrol,SUV,Manual,1,Ford,Ford Ecosport,1.5 Petrol Titanium BSIV,6,785000.0,70038,1497.0,17.0,121.31,150.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,XZ Plus Turbo BSVI,3,795000.0,15957,1199.0,18.05,108.48,140.0,5.0
Chennai,Petrol,Sedan,Manual,2,Honda,Honda Amaze,S Petrol,10,415000.0000000001,63860,1199.0,18.6,88.76,110.0,5.0
Chennai,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,AMT ZXI Plus,7,660000.0,51252,1197.0,21.21,81.8,113.0,5.0
Chennai,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,1.5 Ti VCT AT Titanium BSIV,9,543000.0,56071,1499.0,15.63,110.4,140.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Honda,Honda Jazz,1.5 SV i DTEC,7,650000.0,38100,1498.0,27.3,98.6,200.0,5.0
Chennai,Diesel,SUV,Automatic,3,Mahindra,Mahindra XUV500,AT W10 1.99 mHawk,7,1129000.0,87634,1997.0,16.0,140.0,320.0,7.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Magna,14,270000.0,14424,1197.0,20.36,78.9,111.7,5.0
Chennai,Petrol,Sedan,Automatic,2,Tata,Tata Tigor,XZA,6,557000.0,39542,1199.0,20.3,83.81,114.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,Sportz,8,441000.0,114507,1197.0,18.9,82.0,114.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Fiat,Fiat Punto Pure,1.3L Advanced Multi-Jet,9,340000.0,67129,1248.0,20.3,75.0,197.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,1.0 TSI Highline Plus,3,1000000.0,35405,999.0,18.24,108.62,175.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,Diesel Comfortline 1.2L,14,295000.0,62992,1199.0,22.07,73.9,180.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,GLS,15,165000.0,94241,1086.0,17.92,62.1,96.1,5.0
Chennai,Diesel,Hatchback,Manual,2,Tata,Tata Indica,eLX,11,149000.0,101423,1396.0,25.0,69.0,140.0,5.0
Chennai,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,G,11,475000.0,21647,1496.0,17.6,88.73,132.0,5.0
Chennai,Petrol,Hatchback,Manual,4,Nissan,Nissan Micra,XV,14,135000.0,78210,1198.0,18.06,75.0,104.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,Sportz,9,430000.0,39922,1197.0,18.9,82.0,114.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,VXI,7,375000.0,61372,998.0,21.79,67.05,90.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Era,16,145000.0,60250,1086.0,19.81,68.05,99.04,5.0
Chennai,Petrol,Hatchback,Automatic,3,Hyundai,Hyundai Grand i10,AT Asta,10,398000.0,91617,1197.0,18.9,82.0,114.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20 N Line,N8 DCT Dual Tone BSVI,3,1076000.0,23899,998.0,20.25,118.41,172.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,VXI,9,430000.0,89000,1197.0,21.21,81.8,113.0,5.0
Chennai,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,VXI Optional AMT BSIV,7,400000.0,97445,998.0,23.1,67.04,90.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,Magna,12,287000.0,69680,1197.0,20.36,78.9,111.7,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,1.2 Asta,10,495000.0,87431,1197.0,18.6,81.83,114.7,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,Era Plus,9,298000.0,98204,814.0,21.1,55.2,74.5,5.0
Chennai,Petrol,Sedan,Manual,2,Honda,Honda City,V MT,12,430999.9999999999,108338,1497.0,16.8,116.3,146.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Asta Option 1.2,8,577000.0,47045,1197.0,18.6,81.83,114.7,5.0
Chennai,Petrol,Sedan,Automatic,1,Tata,Tata Tigor,1.2 Revotron XTA,6,600000.0,18079,1199.0,20.3,84.0,114.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Era,15,225000.0,44985,1086.0,19.81,68.05,99.04,5.0
Chennai,Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,ZDi,7,675000.0,84095,1248.0,26.21,88.5,200.0,5.0
Chennai,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2.0 Sport Plus BSIV,4,1475000.0,50520,1956.0,17.1,170.0,350.0,5.0
Chennai,Diesel,Sedan,Manual,3,Mahindra Renault,Mahindra Renault Logan,1.5 DLS BSIV ABS Diesel,14,145000.0,82124,1461.0,19.2,65.0,16.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,XO,19,100000.0,91644,1086.0,17.0,62.1,96.1,5.0
Chennai,Petrol,Hatchback,Manual,4,Hyundai,Hyundai Santro Xing,XO,19,70000.0,100658,1086.0,17.0,62.1,96.1,5.0
Chennai,Petrol,Sedan,Automatic,1,Honda,Honda Amaze,S CVT i-VTEC,6,750000.0,3228,1199.0,18.1,88.7,110.0,5.0
Chennai,Petrol,Sedan,Manual,1,Tata,Tata Indigo,GLX,14,150000.0,41516,1193.0,15.64,64.1,100.0,5.0
Chennai,Diesel,Hatchback,Manual,2,Chevrolet,Chevrolet Beat,Diesel LS,12,195000.0,86147,936.0,25.44,57.6,150.0,5.0
Chennai,Petrol,Sedan,Manual,3,Honda,Honda City,1.5 V MT,14,364000.0,101566,1497.0,17.0,118.0,146.0,5.0
Chennai,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,1.5 TDI Ambition BSIV,6,729000.0,73139,1498.0,21.13,108.6,250.0,5.0
Chennai,Diesel,Sedan,Automatic,1,Honda,Honda Amaze,V CVT Diesel,5,840000.0,16787,1498.0,21.0,78.9,160.0,5.0
Chennai,Petrol,Sedan,Automatic,2,Skoda,Skoda Rapid,1.6 MPI AT Elegance,8,680000.0,99715,1598.0,14.3,103.52,153.0,5.0
Chennai,Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,T,6,413999.9999999999,44386,1198.0,19.02,67.05,104.0,7.0
Chennai,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,Petrol Highline 1.6L,10,380000.0,56200,1598.0,15.26,103.5,153.0,5.0
Chennai,Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,T,6,428000.0,17003,1198.0,19.02,67.05,104.0,7.0
Chennai,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,AT Asta,10,465000.0000000001,44632,1197.0,18.9,82.0,114.0,5.0
Chennai,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 VTVT AT SX Plus,6,1034000.0,32091,1591.0,13.0,121.3,151.0,5.0
Chennai,Petrol,MUV,Automatic,2,Renault,Renault Triber,RXZ EASY-R AMT BSVI,3,772000.0,22740,999.0,18.2,71.01,96.0,7.0
Chennai,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,1.2 MPI Highline,6,450000.0,95495,1198.0,17.0,73.75,110.0,5.0
Chennai,Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,1.6 VTVT,14,210000.0,122533,1591.0,17.01,121.3,154.9,5.0
Chennai,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,VXI BSVI,11,409999.9999999999,55320,1197.0,22.41,88.5,113.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz 1.4 CRDi,12,325000.0,68459,1396.0,21.9,88.76,219.6,5.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda Amaze,S Petrol,8,450000.0,14195,1199.0,18.6,88.76,110.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Sportz 1.2,12,280000.0,67900,1197.0,18.6,81.83,114.7,5.0
Chennai,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,AMT VXI,7,409999.9999999999,47756,998.0,20.51,67.0,90.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,AT Asta,8,520000.0,42856,1197.0,18.9,82.0,114.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,1.5 TDI Comfortline,10,560000.0,43000,1498.0,20.14,88.5,230.0,5.0
Chennai,Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,J,5,702000.0,27652,1496.0,17.1,105.94,140.0,5.0
Chennai,Petrol,MUV,Manual,1,Renault,Renault Triber,RXL BSVI,3,656000.0,23539,999.0,20.0,71.01,96.0,7.0
Chennai,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,VXi,9,525000.0,50000,1373.0,20.73,91.1,130.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,VXI,7,357000.0,18861,998.0,24.39,65.71,89.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,VXI Optional,7,512000.0,41138,1197.0,20.4,81.8,113.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Era,12,250000.0,55039,1086.0,19.81,68.05,99.04,5.0
Chennai,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,Asta Option BSIV,6,700000.0,41361,1197.0,18.6,81.86,117.0,5.0
Chennai,Diesel,SUV,Manual,1,Ford,Ford Ecosport,1.5 Diesel Trend BSIV,9,535000.0,81037,1498.0,23.0,98.96,205.0,5.0
Chennai,Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,1.2 V AT i VTEC,7,641000.0,28897,1199.0,19.0,88.7,110.0,5.0
Chennai,Petrol,SUV,Manual,2,Mahindra,Mahindra KUV 100,mFALCON G80 K2,8,339000.0,46308,1198.0,18.15,82.0,115.0,6.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro Xing,Base,15,170000.0,80033,1086.0,17.92,62.1,96.1,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,VXI 1.2,12,310000.0,100056,1197.0,20.52,81.8,113.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,Asta Option,6,725000.0,90062,1197.0,18.6,81.86,117.0,5.0
Chennai,Petrol,Sedan,Manual,3,Chevrolet,Chevrolet Optra,1.6,19,115000.0,80030,1599.0,17.4,104.0,148.0,5.0
Chennai,Diesel,SUV,Automatic,1,Mahindra,Mahindra TUV 300,T8 AMT,8,645000.0,90042,1493.0,18.49,100.0,230.0,7.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,VXI 1.2,7,440000.0000000001,78030,1197.0,20.52,81.8,113.0,5.0
Chennai,Diesel,SUV,Automatic,2,BMW,BMW X3,xDrive20d,11,1650000.0,55000,1995.0,16.09,184.0,380.0,5.0
Chennai,Diesel,SUV,Automatic,1,Hyundai,Hyundai Santa Fe,2WD AT,10,975000.0,100049,2199.0,13.01,194.3,436.39,7.0
Chennai,Diesel,SUV,Manual,1,Chevrolet,Chevrolet Tavera,3 7 Seats BSIII,14,535000.0,138033,2499.0,14.8,78.9,186.0,7.0
Chennai,Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,T,6,433000.0,14126,1198.0,19.02,67.05,104.0,7.0
Chennai,Petrol,SUV,Manual,1,Renault,Renault Duster,RXS Turbo,4,1045000.0,35464,1330.0,16.42,153.866,254.0,5.0
Chennai,Diesel,SUV,Manual,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,RX5,11,550000.0,100036,2696.0,12.83,162.0,340.0,7.0
Chennai,Petrol,Hatchback,Manual,3,Hyundai,Hyundai Grand i10,Sportz,9,411000.0000000001,55161,1197.0,18.9,82.0,114.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Santro,Sportz AMT BSIV,5,518000.0,33771,1086.0,20.3,68.0,99.0,5.0
Chennai,Diesel,MUV,Manual,1,Chevrolet,Chevrolet Enjoy,1.3 TCDi LTZ 8,8,525000.0,75011,1248.0,18.2,73.74,172.5,8.0
Chennai,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,1.6 SX VTVT,8,647000.0,41659,1591.0,17.01,121.3,154.9,5.0
Chennai,Diesel,Sedan,Automatic,2,Volvo,Volvo S 80,D5,12,925000.0,126055,2400.0,16.0,215.0,440.0,5.0
Chennai,Petrol,Sedan,Manual,1,Tata,Tata Tigor,XZ,4,645000.0,19935,1199.0,20.3,83.81,114.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,S,8,253000.0,61126,799.0,22.7,53.64,72.0,5.0
Chennai,Diesel,SUV,Manual,2,Mitsubishi,Mitsubishi Pajero,Select Plus 4X4 MT,12,1025000.0,100043,2477.0,13.5,175.56,400.0,7.0
Chennai,Diesel,SUV,Manual,1,Mitsubishi,Mitsubishi Pajero,Sport 4X4,11,1175000.0,70034,2477.0,13.5,175.56,400.0,7.0
Chennai,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,1.5 TDI Highline,6,600000.0,90068,1498.0,20.14,88.0,230.0,5.0
Chennai,Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,1.2 Kappa S Option,9,405000.0,86694,1197.0,19.1,81.86,113.75,5.0
Chennai,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,250 CDI Classic,13,1040000.0,86000,2143.0,15.8,170.0,42.0,5.0
Chennai,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,VXi Plus,9,585000.0,79399,1373.0,20.73,91.1,130.0,5.0
Chennai,Diesel,Sedan,Automatic,1,Audi,Audi A4,2.0 TDI Multitronic,12,1175000.0,86038,1968.0,16.55,140.0,32.6,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,VXI,9,385000.0,69863,998.0,18.9,67.1,90.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Magna,11,310000.0,133727,1197.0,20.36,78.9,111.7,5.0
Chennai,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 VTVT AT SX Plus,8,916000.0,85781,1591.0,13.0,121.3,151.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Tata,Tata Altroz,XM Plus Diesel,2,800000.0,8837,1497.0,23.64,88.77,200.0,5.0
Chennai,Diesel,Sedan,Manual,2,Toyota,Toyota Corolla Altis,Diesel D4D JS,13,475000.0,120057,1364.0,21.43,87.2,205.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,V,5,699000.0,48527,1197.0,22.35,88.5,113.0,5.0
Chennai,Diesel,SUV,Manual,2,Honda,Honda WR-V,i-DTEC VX,7,714000.0,71096,1498.0,25.5,98.6,200.0,5.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda Amaze,VX Petrol,4,750000.0,22000,1199.0,18.6,88.76,110.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,Sportz,4,626000.0,110054,1197.0,20.7,81.86,113.8,5.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda City,i VTEC V,12,465000.0000000001,85028,1497.0,17.4,117.3,145.0,5.0
Chennai,Petrol,Sedan,Manual,1,Honda,Honda City,ZX MT,3,1268000.0,10990,1498.0,18.6,119.35,145.0,5.0
Chennai,Petrol,Sedan,Manual,2,Hyundai,Hyundai Elantra,2.0 SX,7,805000.0000000001,115484,1999.0,14.59,149.92,192.2,5.0
Chennai,Diesel,SUV,Manual,2,Skoda,Skoda Yeti,Elegance,13,475000.0,80062,1968.0,17.67,138.08,320.0,5.0
Chennai,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,1.6 TDI Elegance,12,375000.0,80039,1598.0,20.5,103.5,250.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,VXI Plus 2019-2022,4,509999.9999999999,16473,998.0,21.7,65.71,89.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,1.2 CVT Zeta,7,660000.0,53819,1197.0,21.4,83.1,115.0,5.0
Chennai,Diesel,MUV,Manual,2,Mahindra,Mahindra Scorpio,VLX SE BSIII,13,495000.0,100060,2179.0,15.4,120.0,290.0,8.0
Chennai,Petrol,Sedan,Automatic,1,Volkswagen,Volkswagen Vento,1.2 TSI Highline AT,7,790000.0,93000,1197.0,18.19,103.2,175.0,5.0
Chennai,Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,VDI,11,690000.0,82000,1248.0,20.77,88.76,200.0,7.0
Chennai,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,520d Luxury Line,11,1450000.0,100057,1995.0,18.12,190.0,400.0,5.0
Chennai,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,1.5 TDI Highline,8,570000.0,100425,1498.0,21.66,108.62,250.0,5.0
Chennai,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,CRDi 1.6 SX,6,827000.0,102497,1582.0,22.0,126.2,259.87,5.0
Chennai,Petrol,Sedan,Manual,2,Toyota,Toyota Etios,G,13,345000.0,97942,1496.0,17.6,88.73,132.0,5.0
Chennai,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,1.0 MPI Highline Plus BSIV,5,650000.0,78423,999.0,18.78,75.0,95.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,LXI,10,244000.0,43088,796.0,22.05,47.33,69.0,5.0
Chennai,Petrol,SUV,Manual,1,Renault,Renault Kiger,RXZ Turbo,3,815000.0,14103,999.0,20.5,98.63,160.0,5.0
Chennai,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,250 CDI Classic,13,1100000.0,74000,2143.0,15.8,170.0,42.0,5.0
Chennai,Petrol,SUV,Automatic,1,Toyota,Toyota Urban cruiser,Premium AT,2,1150000.0,41285,1462.0,18.76,103.26,138.0,5.0
Chennai,Petrol,Hatchback,Manual,3,Ford,Ford Figo,Petrol Titanium,12,210000.0,76554,1196.0,15.6,70.02,102.0,5.0
Chennai,Petrol,MUV,Manual,1,Datsun,Datsun GO Plus,T,6,391000.0,25119,1198.0,19.02,67.05,104.0,7.0
Chennai,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,1.0 TSI Topline BSVI,2,1529000.0,4977,999.0,20.08,113.98,178.0,5.0
Chennai,Petrol,Sedan,Automatic,3,Honda,Honda New Accord,V6 AT,20,250000.0,85037,2997.0,9.0,218.0,196.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Maruti,Maruti S-Presso,VXI Plus 2019-2022,3,549000.0,2177,998.0,21.7,65.71,89.0,5.0
Chennai,Diesel,SUV,Manual,1,Ford,Ford Ecosport,1.5 Diesel Titanium,6,860000.0,40511,1498.0,21.7,98.96,215.0,5.0
Chennai,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,SX Turbo iMT,3,1145000.0,30400,998.0,18.0,118.35,171.6,5.0
Chennai,Diesel,SUV,Manual,1,Honda,Honda WR-V,i-DTEC VX,7,790000.0,75000,1498.0,25.5,98.6,200.0,5.0
Chennai,Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,1.0 TSI Style AT BSVI,3,1650000.0,27600,999.0,17.2,113.98,178.0,5.0
Chennai,Diesel,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,CRDi Asta,9,475000.0,53908,1120.0,24.0,70.0,160.0,5.0
Chennai,Petrol,SUV,Automatic,1,Tata,Tata Punch,Creative AMT BSVI,3,828999.9999999999,9471,1199.0,18.8,86.63,115.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,XZA Plus Dual Tone,4,648000.0,12011,1199.0,23.84,83.83,114.0,5.0
Chennai,Petrol,Sedan,Automatic,2,Volkswagen,Volkswagen Vento,Petrol Highline AT,13,375000.0,85000,1598.0,14.4,103.6,153.0,5.0
Chennai,Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,1.6 VTVT AT SX Plus,8,964000.0,27370,1591.0,13.0,121.3,151.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,Era Plus Option,8,288000.0,53098,814.0,21.1,55.2,74.5,5.0
Chennai,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,A,5,340000.0,51680,799.0,22.7,53.64,72.0,5.0
Chennai,Petrol,Sedan,Automatic,2,Honda,Honda City,i-VTEC CVT VX,6,906000.0,35821,1497.0,18.0,117.6,145.0,5.0
Chennai,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i20,Petrol CVT Asta,6,686000.0,39323,1197.0,17.4,81.86,114.73,5.0
Chennai,Petrol,Hatchback,Manual,1,Renault,Renault KWID,RXT,8,335000.0,60799,799.0,25.17,53.3,72.0,5.0
Chennai,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,220 CDI AT,10,1350000.0,130000,2143.0,14.84,170.0,400.0,5.0
Chennai,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,Delta BSVI,3,900000.0,30000,1462.0,20.65,103.25,138.0,5.0
Chennai,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,VTVT 1.6 SX,6,900000.0,58619,1591.0,17.0,121.3,151.0,5.0
Chennai,Petrol,SUV,Manual,1,Ford,Ford Ecosport,1.5 Petrol Titanium BSIV,5,890000.0,23300,1497.0,17.0,121.31,150.0,5.0
Chennai,Petrol,Hatchback,Manual,3,Hyundai,Hyundai i20,1.2 Asta,14,280000.0,121032,1197.0,17.0,80.0,11.4,5.0
Chennai,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,Magna,14,265000.0,91000,1197.0,20.36,78.9,111.7,5.0
Chennai,Diesel,SUV,Manual,1,Kia,Kia Seltos,HTE Diesel,4,1200000.0,30000,1493.0,20.8,113.43,250.0,5.0
Chennai,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,1.2 Delta,5,574000.0,82171,1197.0,21.4,83.1,115.0,5.0
Chennai,Cng,Hatchback,Manual,1,Tata,Tata Tiago,XT CNG BSVI,2,711000.0,18551,1199.0,26.49,72.0,95.0,5.0
Chennai,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,Asta Opt Turbo DCT BSVI,4,960000.0,35000,998.0,20.28,118.41,171.62,5.0
Chennai,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,VXI Optional,8,273000.0,50252,796.0,24.7,47.3,69.0,5.0
